Sentiment	SentimentText
0	I hate movies like that.  
0	"Yeah, the movie pretty much sucked.  "
0	THERE IS NO PLOT OR STORYLINE!!  
0	"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  "
0	Awful.  
0	I don't think I've ever gone to a movie and disliked it as much.  
0	It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  
0	NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  
0	"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  "
0	"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  "
1	"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  "
0	Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  
0	I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  
0	This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  
0	I certainly do not mean this distinction in a good way.  
0	I mean this in a terrible way.  
0	This film has no redeeming features.  
0	Everything is appalling.  
0	"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  "
0	The story is beyond stupid.  
0	The script is…was there a script?  
0	The kids are annoying.  
0	The lead man is charisma-free.  
0	"Utterly without merit on any level, this is akin to torture.  "
0	I'll even say it again – this is torture.  
0	Maybe there would be a reasonable explanation for this atrocity.  
0	Not a pleasant voyage of self-discovery.  
0	Highly unrecommended.  
0	"If this premise sound stupid, that's because it is.  "
0	"Yes, it's that bad.  "
0	Nothing at all to recommend.  
1	An excellent performance from Ms.  
1	"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  "
1	It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  
0	"This movie suffered because of the writing, it needed more suspense.  "
0	There were too many close ups.  
0	But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  
0	But this movie is definitely a below average rent.  
1	"You'll love it!
0	" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.
0	It's just lame.  
0	The guy who said he's had better dialogue with his potted plants has it right.  
0	Everything about this movie is stupid.  
0	"Even if you love bad movies, do not watch this movie.  "
0	It is shameful.  
1	I would give this television series a 10 plus if i could.  
1	"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "
1	I must say I have taped most of the episodes and i find myself watching them over and over again.  
1	Now you know why I gave it a 10+!  
1	"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  "
1	I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  
1	The things that the four kids get themselves into is absolutely hilarious to watch.  
1	This is one of the best movies out there that shows such strong sibling bond for each other.  
1	"Much more interesting, more action, more suspense, and less of the unneeded controversy.  "
1	Everything from acting to cinematography was solid.  
1	Definitely worth checking out.  
1	Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  
1	This movie has a cutting edge to it.  
1	"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  "
0	"The new characters weren't all that memorable, and I found myself forgetting who was who.  "
0	I felt as though her going to Ireland did absolutely nothing whatsoever.  
0	"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  "
0	The jerky camera movements were also annoying.  
0	The plot was the same as pretty much every other cheap horror.  
0	"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  "
0	"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  "
0	"If you see it, you should probably just leave it on the shelf.  "
1	"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  "
1	This was such an awesome movie that i bought it off of Ebay.  
1	"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  "
0	This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  
0	Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  
0	All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  
0	"God, and I can never get that 90 minutes back!  "
1	"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  "
1	"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  "
1	They could be used as exemplars for any set designer.  
1	The stories were powerful explorations of the nature of man and of art.  
1	"After watching this film, I wanted to learn more about the works of this artist.  "
1	"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  "
1	"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  "
1	") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  "
1	"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "
1	This is high adventure at its best.  
1	"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  "
1	Having to humour him just to get by and get through the day was so apt.  
1	"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  "
0	Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  
0	The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  
0	"Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  "
1	Non-linear narration thus many flashbacks and every part are articulated quite well.  
1	The good cinematography also makes her and Monica Bellucci look very beautiful.  
1	A good commentary of today's love and undoubtedly a film worth seeing.  
1	"For people who are first timers in film making, I think they did an excellent job!!  "
1	"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  "
1	It's a feel-good film and that's how I felt when I came out of the cinema!  
1	It has northern humour and positive about the community it represents.  
1	I rather enjoyed it.  
1	I liked it.  
0	I couldn't take them seriously.  
1	It really created a unique feeling though.  
1	Vivian Schilling did an excellent job with the script.  
1	A world better than 95% of the garbage in the theatres today.  
1	Her role was played well.  
1	Not too screamy not to masculine but just right.  
1	The camera really likes her in this movie.  
1	I would have casted her in that role after ready the script.  
1	"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  "
0	I am a fan of his ... This movie sucked really bad.  
0	Even worse than Ticker!  
0	& That movie was bad.  
0	"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  "
0	It just blew.  
1	"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  "
1	"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  "
0	Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  
0	This show is made for Americans - it is too stupid and full with hatred and clich?s to be admitted elsewhere.  
0	"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  "
0	"I wish I could enter negative values, admins?  "
0	"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  "
0	"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  "
0	"Oh yeah, and the storyline was pathetic too.  "
0	I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  
0	I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  
0	In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  
0	It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  
0	1/10 - and only because there is no setting for 0/10.  
1	"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  "
1	"The soundtrack wasn't terrible, either.  "
0	"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  "
1	"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  "
0	"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  "
1	Both do good jobs and are quite amusing.  
0	"But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  "
0	"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  "
1	The last 15 minutes of movie are also not bad as well.  
0	"Bela Lugosi was totally extraneous, intoning odd lines.  "
0	"The acting was decidely wooden, though no worse than a period Universal B movie.  "
1	"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  "
1	I believe the screenwriter did a good job of tying up the loose ends.  
1	My 8/10 score is mostly for the plot.  
1	"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  "
0	"Wow, what a bad film.  "
0	"Not frightening in the least, and barely comprehensible.  "
0	"The plot doesn't hang together at all, and the acting is absolutely appalling.  "
0	Not even good for camp value!  
0	"I wasn't expecting Oscar material, but this?  "
0	You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  
0	This film (and I use that word loosely) is an insult to the movie-going public.  
0	If only someone involved with it knew how to string together narrative!  
0	"This gets a 1 out of 10, simply because there's nothing lower.  "
0	"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  "
0	"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  "
0	"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  "
0	"Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  "
0	But the premise of the film was so ridiculous: that the President of the U.S.  
0	The death row scenes were entirely unmoving.  
0	The only thing worse than Taylor's acting was Stanwyck's singing.  
0	"Whatever the producer was going for, he missed entirely.  "
1	I was deeply impressed with the character he played.  
1	I knew when I saw the film that more great things were to come from this gifted actor.  
0	"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clich?s thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  "
0	Even the squibs look awful.  
0	At no point in the proceedings does it look remotely like America.  
0	"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  "
0	The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  
0	"I was very uneasy with how bad this movie was, but not scared at all.  "
0	The dialogue is composed of things that make little sense.  
0	"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  "
0	The directing is sloppy at best.  
0	"Hackneyed writing, certainly, but made even worse by the bad directing.  "
0	"Of course, the acting is blah.  "
0	The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  
0	"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  "
1	"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  "
1	"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  "
1	"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  "
1	"This movie was kind of long in length, but I enjoyed every minute of it.  "
1	Overall I rate this movie a 10 out of a 1-10 scale.  
1	"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  "
0	"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  "
0	It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  
1	"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  "
1	"This movie creates its own universe, and is fascinating in every way.  "
1	But this movie really got to me.  
1	See it.  
1	"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  "
1	"And I forgot: The Casting here i superb, with Trond Fausa Aurv?g being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  "
1	This movie is a good and humorous comment on life in 2006.  
1	"I found this move beautiful, enjoyable, and uplifting.  "
1	"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  "
1	Later I found myself lost in the power of the film.  
1	The entire audience applauded at the conclusion of the film.  
1	"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  "
1	Duris has a wholesome appearance and gives a fine performance.  
1	The rest of the cast also play well.  
1	Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  
0	About ten minutes into this film I started having second thoughts.  
0	About half way through this film I started to dislike it.  
0	"By the time the film ended, I not only disliked it, I despised it.  "
0	What this film lacks is a convincing script.  
0	The script looks as if only a rough draft was written and shooting began before a finished script was completed.  
0	"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  "
1	The cast is good.  
1	"For that, it's worth checking out.  "
0	This is probably the most irritating show I have ever seen in my entire life.  
0	It is indescribably the most annoying and idiotic show I have ever seen.  
0	Everything about it is just bad.  
0	"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  "
0	"The script is bad, very bad – it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  "
0	"The casting is also horrible, cause all you see is a really really BAD Actors, period.  "
0	Final Word: This Show is a real torture!!  
0	It is zillion times away from reality.  
0	Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
0	Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  
0	20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  
0	"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  "
0	From here on the Widmark character turns unintentionally comical!  
0	His losing his marbles so early in the proceedings is totally implausible and unconvincing.  
0	And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  
0	Whatever prompted such a documentary is beyond me!  
0	(very serious spoilers) this movie was a huge disappointment.  
0	there are so many problems i dont know where to start.  
1	the cast was great.  
1	"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  "
1	add betty white and jean smart and you have a great cast - everyone played their parts really well.  
0	but the movie makes a lot of serious mistakes.  
0	"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  "
0	the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  
0	"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  "
0	there is no real plot.  
0	i wouldnt see this movie again for free.  
1	STEAMBOAT WILLIE is an amazingly important film to our cinema history.  
1	This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  
1	"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  "
1	"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  "
1	"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  "
1	Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  
0	"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  "
0	"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  "
1	The original Body and Soul (1947) is a masterpiece.  
1	"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  "
0	I don't think there are any redeeming qualities in this remake.  
0	This may be the only bad film he ever made.  
0	So bad...well...it's just bad.  
0	"This movie is a solid example of a bad plot and a very, very bad idea all the way.  "
0	It's a shame to see good actors like Thomerson and James make a living in a mess like this.  
0	I thought it was bad.  
0	"Both films are terrible, but to the credit of the 1986 version, it was watchable.  "
0	"Let's start with all the problems—the acting, especially from the lead professor, was very, very bad.  "
0	The script is a big flawed mess.  
0	The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  
0	"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  "
0	The movie is terribly boring in places.  
0	The lighting is awful.  
0	The film looks cheap and bland.  
0	One of the most disappointing aspects is the lack of notable gore.  
0	"This convention never worked well in the past, and certainly doesn't work here.  "
0	The visual effects were AWFUL.  
0	The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  
0	"The ""explosion"" of the Gas tanks at the end was just as awful.  "
1	"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  "
1	"Gotta love those close-ups of slimy, drooling teeth!  "
0	"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  "
0	Not recommended.  
0	"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  "
0	"Aside from it's terrible lead, this film has loads of other debits.  "
0	"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  "
0	"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  "
1	The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  
0	"With the originality and freshness of the first movie now spent, this remake had little else to offer.  "
0	The budget was evidently very limited.  
0	"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  "
0	"However, here there was no decent acting, action or location work to balance things up.  "
0	Filmiing was less expansive.  
0	It failed to convey the broad sweep of landscapes that were a great part of the original.  
0	Generally; it just lacked imagination.  
0	Not recommended.  
0	Is it possible for a movie to get any worse than this?  
0	There is no plot here to keep you going in the first place.  
0	"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  "
0	"Beware: this is not a trashy cult movie, this is trash -period!  "
0	I can't believe there's even a sequel to this!  
0	Which is precisely why I am giving it such a bad review!  
1	"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  "
1	"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  "
1	The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  
1	"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  "
1	The characters were all funny and had the peculiarity of not having a true lead character.  
1	Every single character was hilarious and deserved to be called a lead.  
0	"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  "
0	"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  "
1	Perabo has a nice energy level and is obviously very comfortable in front of a camera.  
0	There is simply no excuse for something this poorly done.  
0	I saw this movie and I thought this is a stupid movie.  
0	What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  
0	"To be honest with you, this is unbelievable nonsense and very foolish.  "
0	"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  "
0	The story line is just awful!  
0	It's just painful!  
0	And the accents are absolutely abysmal!  
0	There's also enough hypocrisy in this film to make me vomit.  
0	Don't waste your time watching this rubbish non-researched film.  
1	I believe that Pitch Black was done well.  
1	"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  "
1	Go watch it!  
0	Omit watching this.  
1	VERY funny!  
0	My rating: just 3 out of 10.  
1	The characters are interesting and you really care for them.  
1	"An instant classic, with a great soundtrack and a catchy song during the ending credits.  "
1	Don't miss it.  
1	"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  "
1	"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  "
1	"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  "
1	"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  "
0	The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  
0	"Regardless, the film fails on most levels.  "
0	Avoid at all costs.  
1	"I saw this film over Christmas, and what a great film it was!  "
1	I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  
1	His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  
1	"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  "
1	But it wasn't until I watched this film that I realised how great he actually was.  
1	I'll give this film 10 out of 10!  
0	"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  "
0	"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  "
1	"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  "
1	"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  "
1	Nevertheless yet another wonderful film from the great master's stable.  
1	I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  
1	Excellently produced by one of Sci-fi's best producers Scot Vandiver !  
1	"But it is entertaining, nonetheless.  "
1	It's a campy sort of film that's a joy to watch.  
1	There's barely a boring moment in the film and there are plenty of humorous parts.  
1	The cast is always entertaining as usual.  
1	"Overall, a delight!  "
0	"This movie is so mind-bendingly awful, it couldn't have even been created.  "
0	The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  
0	The least said about the acting the better.  
1	This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  
1	I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  
1	Nothing short of magnificent photography/cinematography in this film.  
1	"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  "
1	Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  
1	Excellent performance.  
1	There still are good actors around!  
1	Also great directing and photography.  
1	"Very true to Shakespear, and a 'must' for all Shakespear fans.  "
1	"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  "
1	"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  "
1	"If you love death and decay, and Shakespears lyrics... this is the one.  "
1	"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  "
1	"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  "
1	"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  "
1	Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  
0	"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  "
0	"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  "
1	"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  "
0	It is not good.  
0	"Speaking of the music, it is unbearably predictably and kitchy.  "
0	Then the film just dropped the ball.  
1	This is a stunning movie.  
1	Raw and sublimely moving.  
1	"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  "
1	All of the main players are mesmerising.  
1	Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  
1	Julian Fellowes has triumphed again.  
1	He's a national treasure.  
1	GO AND SEE IT!  
1	This is an excellent film.  
1	The aerial scenes were well-done.  
1	It was also the right balance of war and love.  
1	"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  "
1	Kris Kristoffersen is good in this movie and really makes a difference.  
1	A good film by a great director!  
1	This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  
0	"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  "
1	This is just a great movie.  
1	10 out of 10 stars.  
0	I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  
0	It's so bad it's actually worth seeing just for that reason.  
1	Punishment Park is a brilliant piece of cinema.  
1	"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  "
1	This is one of Peter Watkins most accessible films.  
1	I advise you to look out for it.  
1	You wont regret it!  
1	Highly recommended A+  
0	Well... Just if you keep thinking how bad it is.  
0	"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  "
0	It's a case of 'so bad it is laughable'.  
0	") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  "
0	"It is a film about nothing, just a pretext to show ridiculous action scenes.  "
0	How awful she is!  
0	"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  "
0	"The results, well, are a shame.  "
0	DELETE this film from your mind!  
0	One of the worst shows of all time.  
0	The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  
0	"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  "
0	Never heard of any of them except Cole who was totally unbelievable in the part.  
0	"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  "
0	The stories were as unbelievable as the actors.  
0	Lame would be the best way to describe it.  
1	"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  "
1	The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  
1	The attractive set used throughout most of the film is an eye-pleasing gem.  
0	"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  "
0	"The lines, the cuts, the audio, everything is wrong.  "
0	You can find better movies at youtube.  
0	"Top line: Don't waste your time and money on this one, its as bad as it comes.  "
0	"A Lassie movie which should have been ""put to sleep"".... FOREVER.  "
0	That's how I'd describe this painfully dreary time-waster of a film.  
0	"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  "
0	"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  "
0	"It's an empty, hollow shell of a movie.  "
0	"Seriously, it's not worth wasting your, or your kid's time on.  "
0	"Avoid, avoid, avoid!  "
0	It will drive you barking mad!  
1	The transfers are very good.  
1	Very nice and relaxing late night viewing.  
1	The movie is full of wonderful dancing (hence the title!  
1	") some great music, and terrific scenery.  "
1	"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  "
1	") a happy, wonderful, feel good ending!  "
1	"The point is the journey, a journey that touches every member of the family.  "
